EmployeeID,Attrition_binary,Age,JobSatisfaction,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,MaritalStatus,NumCompaniesWorked,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department,MonthlyIncome,PercentSalaryHike,children,Manager_relation_satisfaction
227,0,33,4,3,Life Sciences,2,Female,42,2,Single,0,3,6,3,3,5,0,1,4,Research & Development,6949,14,0,1
228,1,58,3,3,Technical Degree,4,Male,51,3,Single,4,4,7,4,3,1,0,0,0,Research & Development,2479,24,0,1
229,0,38,4,3,Technical Degree,3,Female,85,3,Single,1,3,6,1,3,5,3,1,3,Sales,5666,13,0,2
230,0,39,3,5,Life Sciences,1,Male,41,4,Single,0,3,9,3,3,8,7,0,7,Sales,7880,18,0,4
231,1,40,2,3,Life Sciences,2,Female,100,4,Single,4,3,22,2,2,1,0,0,0,Sales,13194,16,0,4
232,1,31,1,2,Medical,3,Male,46,2,Single,0,4,4,0,3,3,2,1,2,Research & Development,2321,22,0,1
233,0,33,3,3,Life Sciences,4,Male,38,3,Single,1,3,10,2,3,10,8,6,0,Sales,17444,11,0,4
234,1,29,1,3,Life Sciences,4,Female,92,2,Single,6,4,3,5,3,0,0,0,0,Research & Development,2404,20,0,3
235,0,33,4,1,Life Sciences,2,Female,53,3,Single,3,3,5,4,3,3,2,0,2,Research & Development,3452,18,0,1
236,0,47,4,2,Life Sciences,4,Female,83,3,Single,1,3,9,0,3,9,0,0,7,Sales,4163,17,0,3
237,0,18,4,2,Life Sciences,2,Male,73,3,Single,1,3,0,2,3,0,0,0,0,Research & Development,1051,15,0,4
238,1,20,1,3,Medical,4,Female,98,2,Single,1,3,1,2,3,1,0,0,0,Research & Development,2600,15,0,1
239,1,30,2,3,Medical,2,Female,60,3,Single,0,3,4,3,3,3,2,1,2,Research & Development,2422,17,0,1
240,0,48,3,3,Life Sciences,1,Male,97,2,Single,2,3,19,0,3,2,2,2,2,Research & Development,4240,13,0,4
241,0,48,3,4,Life Sciences,3,Male,78,2,Single,7,3,27,3,3,15,11,4,8,Research & Development,10999,14,0,2
242,0,41,3,2,Medical,4,Female,42,3,Single,6,3,8,6,3,2,2,2,1,Research & Development,5003,14,0,2
243,0,59,4,3,Life Sciences,3,Female,69,2,Single,3,3,30,4,3,5,3,4,3,Research & Development,13726,13,0,1
244,0,38,4,4,Life Sciences,2,Male,42,3,Single,8,3,19,1,3,1,0,0,0,Sales,6861,12,0,3
245,1,26,1,2,Medical,2,Male,79,1,Single,8,3,7,6,3,2,2,2,2,Sales,4969,18,0,4
246,1,36,1,4,Life Sciences,3,Female,43,4,Single,1,3,18,1,3,17,13,15,14,Research & Development,2743,16,0,3
247,0,39,1,3,Medical,4,Female,82,3,Single,1,3,21,2,3,21,6,2,8,Research & Development,10880,13,0,3
248,0,33,4,1,Life Sciences,2,Female,88,2,Single,0,3,3,2,2,2,2,2,2,Sales,2342,19,0,4
249,0,32,3,4,Medical,4,Female,69,3,Single,9,3,10,2,3,8,7,7,7,Research & Development,4025,12,0,2
250,0,45,2,4,Medical,2,Male,36,3,Single,1,3,6,3,3,6,3,0,4,Human Resources,2177,16,0,1
251,0,37,2,3,Other,4,Female,35,3,Single,3,3,8,3,2,4,3,0,1,Research & Development,4107,15,0,1
252,0,36,4,5,Medical,4,Female,51,2,Single,0,3,15,2,2,14,8,7,8,Research & Development,8858,11,0,2
253,0,55,1,1,Medical,3,Male,40,2,Single,7,3,31,3,4,9,7,6,2,Research & Development,16756,15,0,2
254,1,20,4,3,Marketing,4,Female,54,3,Single,1,3,2,3,3,2,2,0,2,Sales,2323,14,0,2
255,1,21,1,3,Life Sciences,3,Female,36,2,Single,1,3,1,6,2,1,0,1,0,Research & Development,1416,13,0,1
256,1,28,1,2,Technical Degree,2,Male,72,2,Single,1,3,10,2,2,10,7,1,9,Research & Development,8722,12,0,1
257,0,28,3,3,Other,3,Female,59,3,Single,3,3,10,4,4,8,7,1,7,Research & Development,3660,13,0,4
258,1,35,1,3,Technical Degree,4,Male,86,3,Single,0,4,9,2,3,8,7,4,7,Sales,9582,22,0,1
259,1,33,3,4,Medical,1,Female,54,2,Single,1,4,14,4,3,13,7,3,8,Research & Development,4508,22,0,2
260,0,34,4,1,Life Sciences,1,Male,45,3,Single,0,3,7,1,2,6,2,0,4,Research & Development,7756,17,0,3
261,1,33,2,3,Medical,1,Male,55,2,Single,4,4,5,0,3,2,2,2,2,Research & Development,2313,20,0,2
262,1,50,3,4,Other,4,Male,81,3,Single,3,3,5,4,3,0,0,0,0,Sales,4728,14,0,4
263,0,48,4,4,Medical,1,Male,35,4,Single,2,4,27,3,2,5,4,2,1,Research & Development,16885,22,0,3
264,0,52,2,4,Life Sciences,2,Male,87,3,Single,7,3,18,4,3,8,6,4,0,Research & Development,10445,19,0,4
265,0,38,2,2,Marketing,4,Male,32,3,Single,7,3,10,2,3,1,0,0,0,Sales,7351,16,0,3
266,0,40,3,3,Medical,3,Male,44,2,Single,1,3,21,2,4,20,7,4,9,Research & Development,19626,14,0,1
267,0,21,2,1,Technical Degree,4,Female,70,2,Single,1,3,2,6,4,2,2,2,2,Research & Development,2070,11,0,3
268,0,39,2,3,Life Sciences,3,Male,70,3,Single,9,3,9,2,2,5,4,0,3,Research & Development,6782,15,0,3
269,0,36,4,4,Life Sciences,1,Male,78,3,Single,2,4,18,0,3,11,9,0,9,Research & Development,7779,20,0,1
270,0,34,3,2,Life Sciences,4,Male,95,3,Single,2,3,5,3,2,3,2,0,2,Research & Development,4033,11,0,4
271,0,42,4,3,Medical,2,Male,56,1,Single,4,3,16,3,3,1,0,0,0,Research & Development,4272,19,0,1
272,1,18,3,1,Medical,3,Male,80,3,Single,1,3,0,0,3,0,0,0,0,Research & Development,1904,12,0,4
273,1,33,1,4,Marketing,1,Female,77,3,Single,0,3,6,3,3,5,2,0,3,Sales,8224,17,0,1
274,0,35,3,4,Technical Degree,3,Male,100,3,Single,1,3,6,2,1,5,4,1,4,Human Resources,4323,17,0,2
275,0,40,3,4,Medical,2,Female,88,3,Single,9,3,20,3,2,18,7,2,13,Research & Development,13499,17,0,3
276,1,42,1,3,Life Sciences,3,Male,44,3,Single,0,3,22,2,2,21,9,13,14,Sales,13758,12,0,2
277,0,42,1,4,Marketing,2,Male,45,3,Single,7,3,9,3,4,6,4,1,5,Sales,5155,13,0,4
278,0,24,2,3,Medical,4,Male,49,3,Single,8,4,6,2,3,4,3,1,2,Research & Development,3597,22,0,4
279,0,34,1,3,Medical,4,Male,97,2,Single,0,4,14,3,3,13,9,4,9,Research & Development,5343,20,0,3
280,1,43,3,3,Marketing,1,Female,85,1,Single,8,3,7,2,2,4,3,1,3,Sales,5346,13,0,2
281,0,19,1,2,Life Sciences,3,Male,54,3,Single,1,4,1,4,3,1,1,0,0,Research & Development,2552,25,0,3
282,0,20,3,3,Life Sciences,1,Male,87,2,Single,1,3,2,2,2,2,2,1,2,Research & Development,3033,12,0,1
283,1,44,3,4,Life Sciences,3,Male,96,3,Single,1,3,6,4,3,6,4,0,2,Research & Development,2936,11,0,3
284,0,44,3,3,Life Sciences,4,Male,74,1,Single,2,3,6,3,3,0,0,0,0,Research & Development,2290,13,0,4
285,0,44,4,4,Other,4,Male,32,3,Single,1,4,20,3,3,20,11,13,17,Research & Development,4541,25,0,2
286,0,20,4,3,Marketing,3,Male,43,4,Single,1,3,2,2,3,2,1,2,2,Sales,2678,17,0,4
287,0,32,3,2,Life Sciences,4,Female,38,3,Single,4,3,10,2,3,8,7,0,7,Research & Development,4998,14,0,4
288,0,25,4,4,Life Sciences,3,Male,57,3,Single,0,3,5,4,3,4,3,1,1,Sales,4950,14,0,2
289,1,19,2,3,Medical,1,Female,96,2,Single,1,4,1,2,4,1,1,0,0,Research & Development,1859,25,0,2
290,0,31,1,3,Medical,3,Female,96,2,Single,1,3,10,2,3,10,9,1,8,Research & Development,6812,19,0,2
291,0,59,4,3,Life Sciences,3,Female,48,2,Single,5,3,13,2,3,6,1,0,5,Sales,5171,17,0,4
292,0,48,2,2,Technical Degree,4,Male,76,4,Single,5,3,7,4,2,1,0,0,0,Research & Development,2559,11,0,3
293,0,48,4,3,Life Sciences,4,Male,76,2,Single,6,3,25,3,4,1,0,0,0,Research & Development,18265,12,0,3
294,0,19,4,3,Life Sciences,2,Female,57,4,Single,1,3,1,2,3,1,0,0,1,Research & Development,2994,12,0,4
295,1,25,4,1,Life Sciences,3,Male,73,1,Single,1,3,1,4,3,1,0,1,0,Sales,1118,14,0,4
296,0,26,4,2,Life Sciences,3,Male,53,3,Single,1,4,8,2,2,8,5,2,2,Research & Development,2875,20,0,2
297,1,45,2,3,Marketing,1,Female,94,1,Single,2,3,26,2,3,24,10,1,11,Sales,18824,16,0,1
298,1,21,3,2,Life Sciences,1,Female,45,2,Single,1,4,2,2,1,2,2,2,2,Research & Development,2625,20,0,3
299,0,34,1,3,Marketing,3,Female,86,3,Single,0,3,4,3,3,3,2,0,2,Sales,4538,12,0,4
300,0,59,4,4,Medical,4,Male,67,3,Single,6,3,25,6,2,9,7,5,4,Research & Development,10512,12,0,4
301,0,28,3,4,Medical,4,Male,44,3,Single,0,3,5,2,2,4,2,0,2,Research & Development,2154,11,0,3
302,0,43,4,4,Marketing,4,Female,56,2,Single,3,3,23,3,4,21,7,15,17,Sales,10231,14,0,4
303,0,36,2,4,Life Sciences,3,Female,53,3,Single,9,3,18,2,3,16,14,5,12,Research & Development,5410,11,0,4
304,0,51,3,2,Medical,2,Female,40,2,Single,0,3,8,6,2,7,0,7,7,Research & Development,2838,14,0,2
305,0,30,3,2,Medical,3,Female,72,3,Single,7,3,10,3,3,8,4,1,7,Research & Development,4695,18,0,3
306,0,28,1,3,Technical Degree,4,Male,84,3,Single,2,3,5,2,2,3,2,1,2,Research & Development,2080,11,0,2
307,0,25,2,3,Medical,4,Female,40,3,Single,1,3,2,3,2,2,2,2,1,Research & Development,2096,18,0,4
308,0,45,2,3,Medical,2,Female,83,3,Single,3,4,22,4,3,0,0,0,0,Research & Development,18061,22,0,3
309,1,39,1,3,Medical,3,Male,93,3,Single,0,3,6,2,3,5,2,0,3,Research & Development,3904,13,0,1
310,0,46,1,2,Life Sciences,4,Female,44,3,Single,6,3,10,3,4,7,6,5,7,Human Resources,3423,12,0,3
311,1,40,2,4,Marketing,4,Male,57,2,Single,2,3,9,2,3,5,4,1,0,Sales,9094,12,0,3
312,1,52,2,3,Life Sciences,2,Male,64,3,Single,9,3,10,2,2,8,7,7,7,Sales,8446,19,0,3
313,0,39,3,2,Life Sciences,1,Male,32,3,Single,0,3,9,6,3,8,7,1,7,Research & Development,4534,11,0,1
314,0,41,2,2,Medical,3,Male,40,1,Single,1,3,19,4,3,19,2,11,9,Sales,6151,13,0,1
315,1,31,2,3,Life Sciences,4,Female,54,3,Single,1,3,3,2,4,3,2,2,2,Sales,2302,11,0,1
316,0,56,2,4,Life Sciences,4,Male,99,3,Single,6,3,36,4,3,7,3,7,7,Human Resources,19717,14,0,1
317,0,40,4,3,Life Sciences,3,Male,98,3,Single,1,3,9,4,3,9,8,8,8,Research & Development,4661,13,0,3
318,0,35,3,4,Life Sciences,3,Male,87,3,Single,1,3,9,3,3,9,6,1,1,Research & Development,4249,11,0,2
319,0,34,1,2,Medical,3,Female,66,3,Single,1,3,10,6,4,10,8,9,6,Sales,6125,12,0,4
320,0,48,4,3,Life Sciences,4,Male,54,3,Single,1,3,11,2,3,10,9,0,8,Research & Development,7898,11,0,3
321,0,51,2,2,Technical Degree,4,Female,82,2,Single,3,3,29,1,2,5,2,0,3,Research & Development,13142,16,0,2
322,0,18,4,3,Life Sciences,4,Female,97,3,Single,1,3,0,5,4,0,0,0,0,Research & Development,1611,15,0,3
323,0,27,4,1,Life Sciences,4,Male,43,1,Single,3,4,8,3,3,6,2,0,0,Sales,5071,20,0,2
324,1,55,3,4,Marketing,1,Male,85,4,Single,6,3,24,2,2,19,7,3,8,Sales,13695,17,0,3
325,1,31,4,3,Life Sciences,3,Female,90,2,Single,7,3,3,3,4,1,0,0,0,Sales,2785,14,0,3
326,0,34,4,4,Technical Degree,3,Female,98,3,Single,1,3,14,2,4,14,11,4,11,Research & Development,6687,11,0,4
327,0,43,3,3,Medical,1,Female,73,2,Single,1,3,20,3,1,20,7,1,8,Research & Development,4081,14,0,1
328,1,27,3,4,Life Sciences,4,Female,51,3,Single,1,3,8,2,3,8,2,7,7,Research & Development,2394,13,0,4
329,0,26,4,1,Medical,1,Male,36,2,Single,0,3,5,2,3,4,3,1,1,Research & Development,3904,12,0,4
330,0,37,3,3,Medical,1,Female,94,3,Single,4,3,8,6,3,3,2,0,2,Research & Development,3629,18,0,1
331,0,35,4,2,Life Sciences,3,Male,60,3,Single,2,3,10,2,3,2,2,2,2,Research & Development,9362,11,0,3
332,0,26,1,3,Other,3,Male,100,4,Single,0,3,8,2,3,7,7,0,7,Research & Development,3578,12,0,4
333,0,29,1,3,Other,2,Male,51,2,Single,1,3,10,3,2,10,9,0,9,Human Resources,7988,13,0,1
334,1,49,1,2,Life Sciences,1,Male,97,2,Single,3,4,20,2,3,4,3,1,3,Research & Development,4284,20,0,1
335,1,29,4,1,Other,3,Female,84,3,Single,0,3,9,1,3,8,7,7,7,Research & Development,7553,12,0,1
336,0,54,4,3,Medical,4,Female,54,3,Single,6,3,29,3,2,20,7,12,7,Research & Development,17328,19,0,4
337,0,36,2,4,Marketing,1,Female,99,3,Single,3,3,15,3,3,5,4,0,1,Sales,9278,16,0,4
338,1,31,3,4,Life Sciences,2,Female,50,1,Single,1,3,1,3,3,1,0,0,0,Sales,1359,12,0,2
339,0,31,2,5,Life Sciences,1,Female,93,3,Single,3,3,9,3,4,3,2,1,0,Research & Development,16422,11,0,3
340,1,31,2,3,Life Sciences,1,Female,34,2,Single,1,3,1,3,4,1,0,0,0,Research & Development,1261,12,0,3
341,0,36,4,4,Life Sciences,1,Male,37,2,Single,1,3,10,2,2,10,4,1,8,Research & Development,5810,16,0,3
342,0,37,3,2,Technical Degree,3,Male,84,4,Single,0,3,7,2,1,6,5,1,3,Research & Development,3500,14,0,1
343,1,39,1,3,Life Sciences,1,Female,54,2,Single,2,4,11,2,4,1,0,0,0,Research & Development,3646,23,0,2
344,1,31,2,5,Life Sciences,3,Female,100,4,Single,1,3,10,2,3,10,8,4,7,Research & Development,7446,11,0,1
345,0,31,2,2,Medical,4,Female,96,4,Single,9,3,8,3,3,3,2,0,2,Human Resources,2109,18,0,4
346,0,28,1,3,Medical,4,Male,84,3,Single,0,3,6,4,3,5,4,1,3,Sales,8463,18,0,4
347,0,44,3,3,Life Sciences,3,Male,90,2,Single,3,3,7,5,3,5,2,0,3,Research & Development,3162,14,0,4
348,0,53,2,3,Medical,4,Male,39,4,Single,4,3,35,2,2,9,8,8,8,Research & Development,16598,12,0,2
349,0,44,2,3,Life Sciences,4,Male,49,3,Single,1,3,6,3,2,5,2,1,3,Research & Development,3420,13,0,3
350,0,34,1,3,Other,4,Male,81,1,Single,3,3,15,2,3,13,9,3,12,Sales,4759,18,0,4
351,0,42,4,2,Medical,1,Female,74,3,Single,1,3,12,3,3,12,9,5,8,Research & Development,3673,13,0,3
352,1,29,2,3,Technical Degree,1,Female,51,3,Single,5,3,7,4,1,5,3,0,0,Sales,5765,11,0,1
353,1,34,2,4,Medical,1,Female,40,2,Single,0,4,16,2,4,15,9,10,10,Sales,4599,23,0,3
354,1,24,1,3,Medical,2,Male,89,3,Single,2,3,4,2,2,0,0,0,0,Research & Development,3172,11,0,3
355,0,44,3,1,Medical,2,Male,86,3,Single,5,3,16,2,2,2,2,2,2,Research & Development,10209,18,0,2
356,1,28,1,2,Medical,3,Male,38,2,Single,7,3,8,2,2,0,0,0,0,Research & Development,2561,11,0,3
357,0,28,1,3,Life Sciences,3,Male,55,3,Single,0,3,5,5,3,4,2,1,3,Sales,4898,14,0,4
358,0,33,3,5,Life Sciences,4,Male,69,3,Single,2,3,14,6,3,0,0,0,0,Research & Development,6388,17,0,1
359,0,32,4,3,Medical,3,Male,64,3,Single,2,4,10,5,4,5,2,0,0,Research & Development,11244,25,0,2
360,1,29,1,4,Technical Degree,1,Male,100,2,Single,6,3,11,2,1,9,7,0,7,Research & Development,2362,13,0,3
361,0,39,2,3,Life Sciences,2,Female,32,3,Single,4,3,9,3,3,2,0,2,2,Research & Development,8376,18,0,4
362,0,35,2,3,Life Sciences,4,Female,91,2,Single,1,3,11,3,1,11,8,3,3,Research & Development,8606,19,0,4
363,0,23,3,1,Life Sciences,1,Male,97,3,Single,0,3,5,2,3,4,3,1,2,Research & Development,2272,14,0,2
364,1,40,1,4,Life Sciences,4,Male,86,3,Single,3,3,15,3,1,5,4,1,0,Research & Development,2018,14,0,2
365,1,31,3,3,Life Sciences,4,Female,33,3,Single,1,3,7,2,1,7,2,7,7,Research & Development,4084,12,0,1
366,0,50,4,5,Medical,3,Male,88,1,Single,1,3,32,2,3,32,6,13,9,Research & Development,14411,13,0,4
367,0,33,2,3,Life Sciences,4,Male,44,2,Single,1,3,5,2,3,5,3,0,2,Research & Development,4320,13,0,4
368,0,40,4,2,Medical,3,Male,38,3,Single,1,4,21,2,3,21,7,7,7,Human Resources,16437,21,0,4
369,0,36,4,4,Life Sciences,3,Male,70,3,Single,3,4,7,3,2,3,2,1,2,Sales,2644,21,0,4
370,0,35,1,3,Medical,4,Male,68,2,Single,1,3,3,3,3,3,0,1,2,Research & Development,2450,19,0,2
371,0,34,4,4,Medical,1,Male,35,3,Single,1,3,1,4,1,1,0,0,0,Research & Development,2972,13,0,3
372,0,38,2,3,Life Sciences,2,Female,90,3,Single,2,3,8,5,4,3,2,1,2,Sales,4198,12,0,2
373,0,36,3,4,Life Sciences,2,Female,73,3,Single,6,3,15,5,3,1,0,0,0,Sales,6815,13,0,1
374,0,29,1,1,Medical,2,Male,87,3,Single,1,3,10,3,3,10,9,1,5,Research & Development,4723,18,0,4
375,0,35,3,4,Medical,1,Female,51,3,Single,3,3,10,4,3,5,2,0,4,Research & Development,6142,16,0,3
376,0,42,4,2,Other,4,Male,93,2,Single,8,4,24,2,3,1,0,0,1,Research & Development,19613,22,0,4
377,0,46,1,4,Life Sciences,4,Male,56,4,Single,1,3,27,5,1,26,0,0,12,Sales,17567,15,0,2
378,0,45,1,5,Medical,3,Female,50,1,Single,1,3,10,3,3,10,7,1,4,Research & Development,5769,14,0,1
379,0,31,1,4,Other,4,Male,54,3,Single,7,3,10,3,3,5,2,0,3,Sales,5332,13,0,4
380,0,21,4,1,Medical,3,Male,97,3,Single,1,3,3,2,3,2,2,2,2,Research & Development,3117,18,0,3
381,1,18,4,2,Medical,2,Female,70,3,Single,1,3,0,2,4,0,0,0,0,Sales,1569,12,0,3
382,0,39,3,3,Medical,1,Female,81,3,Single,0,3,10,2,1,9,2,3,8,Research & Development,5042,13,0,4
383,0,40,4,3,Life Sciences,3,Female,84,3,Single,6,3,18,2,2,4,2,3,3,Research & Development,7945,15,0,4
384,0,24,4,1,Technical Degree,1,Female,32,3,Single,1,3,6,2,3,6,3,1,3,Research & Development,3760,13,0,3
385,0,27,4,3,Medical,4,Male,87,3,Single,2,3,6,0,2,4,2,1,2,Research & Development,2580,13,0,3
386,1,40,1,3,Life Sciences,1,Male,73,3,Single,3,3,10,3,1,4,2,0,3,Research & Development,2166,14,0,2
387,0,29,3,3,Medical,3,Male,42,2,Single,9,3,8,2,3,5,2,1,4,Sales,5869,11,0,3
388,0,20,3,3,Medical,3,Female,31,3,Single,1,3,2,3,3,2,2,2,2,Sales,2783,19,0,1
389,0,36,2,3,Life Sciences,1,Male,77,3,Single,2,3,15,4,3,4,3,1,3,Research & Development,2013,11,0,3
390,1,35,4,4,Other,4,Male,36,3,Single,3,4,13,2,4,11,9,6,7,Sales,4581,24,0,1
391,0,38,2,3,Medical,4,Female,42,2,Single,1,4,4,3,3,4,3,3,3,Research & Development,2440,22,0,2
392,0,49,3,3,Life Sciences,3,Male,36,3,Single,4,3,23,2,3,8,7,0,0,Research & Development,15379,14,0,1
393,0,41,3,2,Life Sciences,4,Male,80,3,Single,3,3,21,2,3,2,0,0,2,Sales,7082,16,0,4
394,0,20,1,1,Life Sciences,4,Male,54,3,Single,1,3,2,3,3,2,2,0,2,Sales,2728,11,0,1
395,1,23,3,1,Medical,4,Male,93,2,Single,1,3,5,2,3,5,4,1,2,Research & Development,3989,11,0,1
396,1,32,2,4,Life Sciences,4,Male,95,3,Single,1,3,1,2,3,1,0,0,0,Research & Development,1393,12,0,1
397,0,26,4,3,Medical,4,Male,76,3,Single,1,4,7,5,3,7,7,5,7,Research & Development,2570,20,0,3
398,0,35,4,4,Medical,1,Male,79,2,Single,0,3,6,2,4,5,4,1,4,Research & Development,4930,14,0,3
399,0,41,3,3,Marketing,4,Male,35,3,Single,1,3,10,3,3,10,8,8,7,Sales,9241,12,0,2
400,0,36,4,4,Life Sciences,3,Female,51,3,Single,3,3,17,2,2,13,7,6,7,Sales,4502,15,0,3
401,0,45,2,2,Technical Degree,4,Female,48,2,Single,1,3,21,2,3,21,6,8,6,Research & Development,16704,11,0,3
402,0,46,2,4,Life Sciences,3,Male,34,3,Single,6,3,19,3,3,10,7,0,9,Research & Development,5562,14,0,4
403,1,32,2,2,Life Sciences,1,Male,34,1,Single,6,3,10,2,3,0,0,0,0,Sales,6735,15,0,2
404,0,23,2,1,Medical,3,Female,51,3,Single,1,3,3,3,1,3,2,1,2,Research & Development,3295,13,0,3
405,0,31,4,1,Technical Degree,4,Female,30,3,Single,2,4,9,3,2,5,4,1,4,Research & Development,5238,20,0,4
406,0,40,2,4,Medical,2,Male,88,3,Single,1,3,21,3,2,21,8,12,8,Sales,19833,14,0,2
407,0,30,1,4,Technical Degree,4,Female,78,2,Single,0,3,10,2,3,9,7,0,7,Research & Development,4968,16,0,4
408,0,27,4,3,Medical,3,Female,67,3,Single,1,3,6,5,2,6,2,1,4,Research & Development,3445,11,0,3
409,1,29,2,3,Marketing,2,Female,52,1,Single,1,3,2,3,3,2,2,2,2,Sales,2760,13,0,3
410,0,29,3,3,Life Sciences,4,Male,70,4,Single,8,3,10,5,4,3,2,0,2,Research & Development,6294,12,0,4
411,0,33,2,3,Marketing,4,Female,62,3,Single,8,3,13,2,2,11,7,1,7,Sales,5147,15,0,4
412,0,49,4,4,Marketing,4,Female,80,3,Single,3,3,8,1,4,5,1,0,4,Sales,4507,12,0,3
413,1,33,1,3,Life Sciences,1,Female,74,3,Single,2,4,11,2,2,0,0,0,0,Sales,8564,20,0,3
414,0,32,2,4,Technical Degree,2,Male,65,3,Single,2,3,12,3,3,7,7,0,7,Research & Development,2718,14,0,2
415,0,43,4,3,Life Sciences,2,Male,97,3,Single,0,3,10,5,3,9,7,1,8,Human Resources,3539,13,0,2
416,0,34,4,2,Life Sciences,4,Female,32,1,Single,5,3,6,3,3,2,2,2,2,Sales,6029,12,0,1
417,1,21,2,1,Marketing,2,Male,31,3,Single,1,3,1,3,3,1,0,1,0,Sales,2679,13,0,2
418,1,35,4,3,Life Sciences,3,Male,84,3,Single,1,3,10,2,3,10,7,7,7,Sales,5813,18,0,4
419,0,39,3,1,Medical,3,Male,65,3,Single,7,4,9,3,3,4,3,2,2,Research & Development,13464,21,0,3
420,0,46,2,2,Life Sciences,2,Male,98,2,Single,8,3,6,3,3,2,2,2,2,Sales,7991,15,0,3
421,1,37,1,4,Medical,4,Male,58,3,Single,1,3,10,4,1,10,3,0,8,Research & Development,4213,15,0,2
422,0,43,3,3,Life Sciences,1,Male,52,3,Single,4,3,7,2,2,3,2,1,2,Research & Development,2438,13,0,3
423,0,41,2,3,Life Sciences,2,Male,85,4,Single,3,3,11,3,1,3,2,1,2,Research & Development,6870,12,0,1
424,0,30,3,3,Medical,1,Female,64,3,Single,9,3,9,3,3,7,7,0,2,Research & Development,9667,14,0,2
425,0,26,4,3,Medical,3,Male,46,3,Single,1,3,5,4,3,5,3,1,2,Sales,4684,13,0,1
426,0,18,3,3,Medical,2,Female,33,3,Single,1,3,0,4,1,0,0,0,0,Research & Development,1514,16,0,3
427,0,27,4,2,Life Sciences,4,Female,53,3,Single,0,3,6,3,2,5,4,0,2,Research & Development,2379,14,0,3
428,0,32,4,4,Marketing,4,Male,79,3,Single,8,3,4,2,4,0,0,0,0,Sales,4648,13,0,3
429,0,47,3,4,Life Sciences,2,Female,64,3,Single,4,3,7,2,3,2,2,2,0,Research & Development,2105,12,0,3
430,0,42,3,3,Life Sciences,4,Male,81,3,Single,4,3,8,3,3,0,0,0,0,Research & Development,3968,13,0,4
431,1,32,2,4,Marketing,3,Male,82,2,Single,7,3,7,3,2,2,2,2,2,Sales,9907,12,0,3
432,1,29,4,2,Life Sciences,4,Male,73,2,Single,1,4,1,3,2,1,0,1,0,Research & Development,2439,24,0,2
433,1,30,4,3,Medical,2,Male,89,3,Single,1,3,1,3,2,1,0,0,0,Sales,1081,13,0,3
434,1,22,2,1,Life Sciences,4,Male,75,3,Single,1,4,1,2,3,1,0,0,0,Research & Development,2472,23,0,1
435,0,29,1,3,Life Sciences,4,Male,59,3,Single,3,3,11,2,3,3,2,1,2,Research & Development,2062,14,0,2
436,0,36,4,1,Human Resources,2,Male,94,2,Single,1,4,10,2,2,10,1,0,8,Human Resources,3886,21,0,4
437,0,27,3,2,Medical,1,Female,89,4,Single,0,3,9,5,2,8,7,0,7,Sales,6500,14,0,2
438,1,56,4,2,Life Sciences,1,Male,97,3,Single,1,3,5,3,3,4,2,1,0,Research & Development,2587,16,0,4
439,0,45,3,4,Medical,2,Male,44,3,Single,4,3,12,3,3,4,2,0,3,Research & Development,5399,12,0,3
440,0,33,3,4,Marketing,2,Male,43,3,Single,1,3,10,2,2,10,4,0,9,Sales,5487,14,0,2
441,1,29,1,3,Technical Degree,3,Male,45,4,Single,1,3,1,3,3,1,0,0,0,Sales,1091,17,0,4
442,1,28,3,2,Marketing,4,Female,84,3,Single,3,3,6,0,3,2,0,2,2,Sales,9854,11,0,4
443,1,32,3,2,Life Sciences,1,Female,47,4,Single,3,3,8,2,3,4,1,0,3,Research & Development,2432,14,0,1
444,0,28,3,3,Medical,3,Male,49,3,Single,1,3,5,3,2,5,3,1,4,Research & Development,2144,14,0,3
445,0,34,4,3,Marketing,1,Male,32,3,Single,1,4,14,3,2,14,8,2,1,Sales,9888,21,0,1
446,0,26,1,3,Medical,3,Male,95,3,Single,0,3,8,6,2,7,7,7,6,Research & Development,2867,13,0,4
447,0,38,1,3,Life Sciences,1,Male,59,2,Single,4,3,20,3,2,1,0,0,0,Sales,2858,14,0,1
448,0,27,4,3,Marketing,4,Male,44,3,Single,1,3,7,5,3,7,7,0,7,Sales,4105,14,0,1
449,0,32,4,4,Life Sciences,4,Male,56,2,Single,8,4,8,1,3,1,0,0,0,Research & Development,9679,24,0,2
450,1,53,1,4,Life Sciences,1,Male,66,3,Single,6,3,15,2,2,2,2,2,2,Sales,10448,13,0,2
451,0,39,1,4,Marketing,2,Male,77,3,Single,0,3,21,3,3,20,8,11,10,Sales,13341,12,0,1
452,0,42,3,2,Life Sciences,4,Male,37,2,Single,1,3,20,2,3,20,9,3,7,Research & Development,4332,12,0,4
453,0,54,1,3,Medical,3,Female,77,3,Single,6,3,9,3,3,5,2,1,4,Research & Development,4440,19,0,4
454,0,24,3,2,Life Sciences,2,Male,45,2,Single,1,3,4,2,2,4,3,1,2,Research & Development,4617,12,0,2
455,0,23,4,2,Other,4,Male,78,3,Single,1,3,5,6,4,5,2,1,4,Research & Development,2647,13,0,3
456,0,47,3,3,Medical,1,Male,84,3,Single,2,4,25,3,3,17,14,12,11,Research & Development,8633,23,0,2
